"Station Name","AMQUI"
"Province","QUEBEC"
"Latitude","48.47"
"Longitude","-67.43"
"Elevation","166.00"
"Climate Identifier","7050145"
"WMO Identifier","71386"
"TC Identifier","WZS"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-01-28 11:00","2015","01","28","11:00"," ","-11.5","","-14.3","","79","","34","","18","","","","99.22","","","","-19","","NA"
"2015-01-28 12:00","2015","01","28","12:00"," ","-11.5","","-14.3","","79","","32","","16","","","","99.21","","","","-19","","NA"
"2015-01-28 13:00","2015","01","28","13:00"," ","-11.3","","-14.8","","75","","33","","23","","","","99.17","","","","-20","","NA"
"2015-01-28 14:00","2015","01","28","14:00"," ","-11.9","","-15.0","","78","","32","","24","","","","99.18","","","","-21","","NA"
"2015-01-28 15:00","2015","01","28","15:00"," ","-12.0","","-15.6","","74","","33","","21","","","","99.29","","","","-21","","NA"
"2015-01-28 16:00","2015","01","28","16:00"," ","-12.8","","-16.9","","71","","32","","17","","","","99.43","","","","-21","","NA"
"2015-01-28 17:00","2015","01","28","17:00"," ","-13.4","","-17.9","","69","","34","","9","","","","99.52","","","","-19","","NA"
"2015-01-28 18:00","2015","01","28","18:00"," ","-15.2","","-18.2","","78","","33","","5","","","","99.56","","","","-19","","NA"
"2015-01-28 19:00","2015","01","28","19:00"," ","-15.6","","-18.6","","78","","34","","4","","","","99.58","","","","-19","","NA"
"2015-01-28 20:00","2015","01","28","20:00"," ","-15.8","","-18.6","","79","","35","","9","","","","99.59","","","","-22","","NA"
"2015-01-28 21:00","2015","01","28","21:00"," ","-15.4","","-19.0","","74","","35","","14","","","","99.61","","","","-23","","NA"
"2015-01-28 22:00","2015","01","28","22:00"," ","-14.4","","-18.2","","73","","35","","17","","","","99.64","","","","-23","","NA"
"2015-01-28 23:00","2015","01","28","23:00"," ","-14.1","","-17.7","","74","","35","","19","","","","99.68","","","","-23","","NA"
"2015-01-29 00:00","2015","01","29","00:00"," ","-14.4","","-17.6","","77","","35","","12","","","","99.76","","","","-21","","NA"
"2015-01-29 01:00","2015","01","29","01:00"," ","-14.3","","-17.3","","78","","34","","13","","","","99.82","","","","-21","","NA"
"2015-01-29 02:00","2015","01","29","02:00"," ","-12.8","","-16.3","","75","","34","","9","","","","99.89","","","","-18","","NA"
"2015-01-29 03:00","2015","01","29","03:00"," ","-12.1","","-16.0","","73","","35","","8","","","","99.95","","","","-17","","NA"
"2015-01-29 04:00","2015","01","29","04:00"," ","-11.7","","-15.6","","73","","35","","4","","","","100.01","","","","-14","","NA"
"2015-01-29 05:00","2015","01","29","05:00"," ","-10.9","","-15.4","","70","","36","","4","","","","100.04","","","","-13","","NA"
"2015-01-29 06:00","2015","01","29","06:00"," ","-10.4","","-15.1","","68","","34","","8","","","","100.11","","","","-15","","NA"
"2015-01-29 07:00","2015","01","29","07:00"," ","-10.1","","-14.7","","69","","33","","10","","","","100.16","","","","-15","","NA"
"2015-01-29 08:00","2015","01","29","08:00"," ","-9.6","","-14.6","","67","","9","","6","","","","100.23","","","","-13","","NA"
"2015-01-29 09:00","2015","01","29","09:00"," ","-8.8","","-13.8","","67","","36","","8","","","","100.28","","","","-13","","NA"
"2015-01-29 10:00","2015","01","29","10:00"," ","-8.2","","-13.3","","67","","35","","8","","","","100.24","","","","-12","","NA"
"2015-01-29 11:00","2015","01","29","11:00"," ","-7.5","","-13.3","","63","","35","","7","","","","100.13","","","","-11","","NA"
"2015-01-29 12:00","2015","01","29","12:00"," ","-7.2","","-12.6","","66","","36","","6","","","","100.04","","","","-10","","NA"
"2015-01-29 13:00","2015","01","29","13:00"," ","-5.7","","-11.9","","62","","21","","3","","","","100.05","","","","-7","","NA"
"2015-01-29 14:00","2015","01","29","14:00"," ","-5.0","","-11.9","","59","","14","","9","","","","99.98","","","","-9","","NA"
"2015-01-29 15:00","2015","01","29","15:00"," ","-5.2","","-10.9","","64","","13","","11","","","","99.94","","","","-10","","NA"
"2015-01-29 16:00","2015","01","29","16:00"," ","-6.1","","-10.2","","73","","14","","10","","","","99.95","","","","-11","","NA"
"2015-01-29 17:00","2015","01","29","17:00"," ","-7.1","","-10.3","","78","","16","","7","","","","99.93","","","","-11","","NA"
"2015-01-29 18:00","2015","01","29","18:00"," ","-7.9","","-10.6","","81","","16","","10","","","","99.86","","","","-13","","NA"
"2015-01-29 19:00","2015","01","29","19:00"," ","-8.9","","-11.0","","84","","17","","5","","","","99.88","","","","-12","","NA"
"2015-01-29 20:00","2015","01","29","20:00"," ","-9.6","","-11.4","","87","","15","","8","","","","99.85","","","","-14","","NA"
"2015-01-29 21:00","2015","01","29","21:00"," ","-9.6","","-11.3","","87","","16","","9","","","","99.81","","","","-14","","NA"
"2015-01-29 22:00","2015","01","29","22:00"," ","-10.1","","-11.7","","88","","16","","6","","","","99.76","","","","-14","","NA"
"2015-01-29 23:00","2015","01","29","23:00"," ","-9.6","","-11.3","","88","","15","","9","","","","99.68","","","","-14","","NA"
"2015-01-30 00:00","2015","01","30","00:00"," ","-9.4","","-11.1","","88","","17","","6","","","","99.58","","","","-13","","NA"
"2015-01-30 01:00","2015","01","30","01:00"," ","-9.2","","-11.0","","87","","17","","6","","","","99.54","","","","-13","","NA"
"2015-01-30 02:00","2015","01","30","02:00"," ","-9.8","","-11.4","","88","","16","","7","","","","99.51","","","","-14","","NA"
"2015-01-30 03:00","2015","01","30","03:00"," ","-11.0","","-12.3","","90","","17","","6","","","","99.43","","","","-15","","NA"
"2015-01-30 04:00","2015","01","30","04:00"," ","-9.6","","-11.2","","88","","15","","10","","","","99.40","","","","-15","","NA"
"2015-01-30 05:00","2015","01","30","05:00"," ","-9.6","","-11.2","","88","","16","","11","","","","99.32","","","","-15","","NA"
"2015-01-30 06:00","2015","01","30","06:00"," ","-9.3","","-11.2","","86","","16","","9","","","","99.30","","","","-14","","NA"
"2015-01-30 07:00","2015","01","30","07:00"," ","-9.3","","-11.3","","85","","16","","8","","","","99.25","","","","-14","","NA"
"2015-01-30 08:00","2015","01","30","08:00"," ","-8.9","","-11.2","","83","","18","","8","","","","99.22","","","","-13","","NA"
"2015-01-30 09:00","2015","01","30","09:00"," ","-8.5","","-10.4","","87","","17","","9","","","","99.18","","","","-13","","NA"
"2015-01-30 10:00","2015","01","30","10:00"," ","-7.9","","-9.3","","89","","15","","7","","","","99.14","","","","-12","","NA"
"2015-01-30 11:00","2015","01","30","11:00"," ","-6.9","","-8.7","","87","","16","","9","","","","99.05","","","","-11","","NA"
"2015-01-30 12:00","2015","01","30","12:00"," ","-5.7","","-8.2","","83","","16","","10","","","","98.95","","","","-10","","NA"
"2015-01-30 13:00","2015","01","30","13:00"," ","-5.1","","-7.1","","86","","15","","11","","","","98.88","","","","-10","","NA"
"2015-01-30 14:00","2015","01","30","14:00"," ","-4.8","","-6.7","","87","","14","","7","","","","98.87","","","","-8","","NA"
"2015-01-30 15:00","2015","01","30","15:00"," ","-4.8","","-6.8","","86","","15","","9","","","","98.86","","","","-9","","NA"
"2015-01-30 16:00","2015","01","30","16:00"," ","-4.9","","-6.6","","88","","16","","5","","","","98.87","","","","-7","","NA"
"2015-01-30 17:00","2015","01","30","17:00"," ","-5.5","","-6.9","","89","","16","","4","","","","98.90","","","","-7","","NA"
"2015-01-30 18:00","2015","01","30","18:00"," ","-5.8","","-7.1","","90","","17","","4","","","","98.93","","","","-8","","NA"
"2015-01-30 19:00","2015","01","30","19:00"," ","-6.2","","-7.3","","92","","15","","3","","","","98.94","","","","-8","","NA"
"2015-01-30 20:00","2015","01","30","20:00"," ","-6.6","","-7.4","","94","","22","","2","","","","98.92","","","","-8","","NA"
"2015-01-30 21:00","2015","01","30","21:00"," ","-7.3","","-7.9","","95","","14","","3","","","","98.96","","","","-9","","NA"
"2015-01-30 22:00","2015","01","30","22:00"," ","-7.9","","-8.5","","96","","","","0","","","","98.98","","","","","","NA"
"2015-01-30 23:00","2015","01","30","23:00"," ","-8.6","","-9.2","","95","","33","","2","","","","98.94","","","","-10","","NA"
"2015-01-31 00:00","2015","01","31","00:00"," ","-7.9","","-8.5","","95","","13","","2","","","","98.98","","","","-9","","NA"
"2015-01-31 01:00","2015","01","31","01:00"," ","-7.0","","-7.8","","94","","34","","8","","","","98.93","","","","-11","","NA"
"2015-01-31 02:00","2015","01","31","02:00"," ","-7.7","","-9.5","","87","","32","","14","","","","99.00","","","","-14","","NA"
"2015-01-31 03:00","2015","01","31","03:00"," ","-9.0","","-11.0","","85","","34","","16","","","","99.01","","","","-16","","NA"
"2015-01-31 04:00","2015","01","31","04:00"," ","-10.0","","-12.0","","86","","35","","19","","","","99.00","","","","-18","","NA"
"2015-01-31 05:00","2015","01","31","05:00"," ","-10.9","","-12.9","","86","","34","","18","","","","99.00","","","","-19","","NA"
"2015-01-31 06:00","2015","01","31","06:00"," ","-11.4","","-13.5","","85","","34","","21","","","","99.01","","","","-20","","NA"
"2015-01-31 07:00","2015","01","31","07:00"," ","-12.1","","-14.3","","83","","34","","22","","","","99.03","","","","-21","","NA"
"2015-01-31 08:00","2015","01","31","08:00"," ","-12.8","","-14.9","","85","","35","","22","","","","99.01","","","","-22","","NA"
"2015-01-31 09:00","2015","01","31","09:00"," ","-13.2","","-15.5","","83","","35","","23","","","","99.06","","","","-23","","NA"
"2015-01-31 10:00","2015","01","31","10:00"," ","-13.4","","-15.8","","82","","34","","30","","","","98.93","","","","-24","","NA"
"2015-01-31 11:00","2015","01","31","11:00"," ","-12.9","","-15.7","","79","","34","","25","","","","98.87","","","","-22","","NA"
"2015-01-31 12:00","2015","01","31","12:00"," ","-12.9","","-15.7","","79","","33","","27","","","","98.80","","","","-23","","NA"
"2015-01-31 13:00","2015","01","31","13:00"," ","-13.2","","-15.9","","80","","34","","28","","","","98.72","","","","-23","","NA"
"2015-01-31 14:00","2015","01","31","14:00"," ","-13.3","","-15.8","","81","","34","","25","","","","98.66","","","","-23","","NA"
"2015-01-31 15:00","2015","01","31","15:00"," ","-13.3","","-15.7","","82","","34","","24","","","","98.66","","","","-23","","NA"
"2015-01-31 16:00","2015","01","31","16:00"," ","-13.2","","-15.3","","84","","35","","27","","","","98.66","","","","-23","","NA"
"2015-01-31 17:00","2015","01","31","17:00"," ","-12.8","","-14.7","","85","","34","","21","","","","98.68","","","","-22","","NA"
"2015-01-31 18:00","2015","01","31","18:00"," ","-12.1","","-14.2","","84","","33","","24","","","","98.58","","","","-21","","NA"
"2015-01-31 19:00","2015","01","31","19:00"," ","-12.4","","-14.7","","83","","33","","24","","","","98.58","","","","-22","","NA"
"2015-01-31 20:00","2015","01","31","20:00"," ","-12.7","","-15.1","","82","","32","","25","","","","98.58","","","","-22","","NA"
"2015-01-31 21:00","2015","01","31","21:00"," ","-12.7","","-15.0","","83","","32","","22","","","","98.53","","","","-22","","NA"
"2015-01-31 22:00","2015","01","31","22:00"," ","-13.0","","-15.5","","81","","32","","24","","","","98.43","","","","-22","","NA"
"2015-01-31 23:00","2015","01","31","23:00"," ","-13.8","","-16.6","","80","","32","","24","","","","98.43","","","","-23","","NA"
